Bioactivity_ID,Aid_Type,Activity,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Cell_ID,Anatomy,dois,pmcids,pclids,citations,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity_Value,Taxonomy_ID,Target_Taxonomy_ID,Anatomy_ID
395981198,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794785,69716,4,505424941,,,20260112,0,0,,,,
384664112,Confirmatory,Unspecified,,Potency,,Tox21,"Dopamine D2 receptor (DRD2) small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,DRD2 - dopamine receptor D2 (human),/gene/1813,,,0,,,,,,1963594,144212021,4,,1813,,20240802,1,0,,9606,,
395842880,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the OVCAR-4 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794784,69716,4,505424941,,,20260112,0,0,,,,
384710417,Confirmatory,Unspecified,,Potency,,Tox21,"Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay",1-Amino-2-propanol,CHRM1 - cholinergic receptor muscarinic 1 (human),/gene/1128,,,0,,,,,,1963588,144212021,4,,1128,,20240802,1,0,,9606,,
384749180,Confirmatory,Unspecified,,Potency,,Tox21,"5-hydroxytryptamine receptor 2A (HTR2A) small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,HTR2A - 5-hydroxytryptamine receptor 2A (human),/gene/3356,,,0,,,,,,1963587,144212021,4,,3356,,20240802,1,0,,9606,,
384762542,Confirmatory,Unspecified,,Potency,,Tox21,"Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay",1-Amino-2-propanol,ADRB2 - adrenoceptor beta 2 (human),/gene/154,,,108094,,,,,,1963592,144212021,4,,154,,20240802,1,0,,9606,,
356467546,Confirmatory,Unspecified,NP_001230975,Potency,,Tox21,"Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay",1-Amino-2-propanol,Casp3 - caspase 3 (Chinese hamster),/gene/100689061,,NP_001230975,198,,,,,,1346980,144212021,4,,100689061,,20190107,1,0,,10029,,
356503192,Confirmatory,Unspecified,,Potency,,Tox21,"Human pregnane X receptor (PXR) small molecule agonists, qHTS cell viability counter screen",1-Amino-2-propanol,,,,,0,,,,,,1346977,144212021,4,,,,20190107,1,0,,,,
392415959,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HCT-15 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794746,69716,4,505424941,,,20260112,0,0,,,,
356544943,Summary,Unspecified,AAH14840,,,Tox21,"TGF-beta/Smad small molecule antagonists, qHTS assay: Summary",1-Amino-2-propanol,SMAD2 - SMAD family member 2 (human),/gene/4087,,Q15796,54,,,,,,1347032,144212021,4,,4087,,20190129,0,0,,9606,,
356554591,Confirmatory,Unspecified,AAP35329,Potency,,Tox21,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay",1-Amino-2-propanol,CASP7 - caspase 7 (human),/gene/840,,AAP35329,27,,,,,,1346978,144212021,4,,840,,20190107,1,0,,9606,,
356555767,Summary,Unspecified,CAC88866,,,Tox21,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary",1-Amino-2-propanol,CASP3 - caspase 3 (human),/gene/836,,CAC88866,27,,,,,,1347034,144212021,4,,836,,20190129,0,0,,9606,,
